Cset,Phase,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
KQ3111,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3111,KQ,2,2,2,B,,A:B,G,,G,20190618M_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3286,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ3286,KQ,1,1,3,C,,A:C,G,,G,20190416A_1,,,"Diff Model, FMJ",038,038
KQ3329,Primary (Baseline),ID,Norm,HiRepro,Match,KQ3329,KQ,3,3,3,A,,A:A,P,,P,20190621Q_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3496,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3496,KQ,2,2,2,A,,A:A,P,,P,20190508J_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ3663,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3663,KQ,1,1,1,A,,A:A,P,,P,20190412K_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ3949,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3949,KQ,3,3,3,B,,A:B,G,,G,20190618P_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4082,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4082,KQ,2,2,2,B,,A:B,G,,G,20190415E_2,,,"Diff Model, JHP",038,038
KQ4084,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4084,KQ,2,2,2,B,,A:B,G,,G,20190412T_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ4447,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4447,KQ,3,3,3,B,,A:B,G,,G,20190618A_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4622,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4622,KQ,3,3,3,A,,A:A,P,,P,20190320F_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1187,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ1187,KQ,3,3,3,A,,A:A,P,,P,20190507R_1,,,"Diff Model, JHP",9ML,9ML
KQ1259,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1259,KQ,3,3,3,A,,A:A,P,,P,20190507C_3,70.0,88.0,"Same Model, Diff Sess, JHP",040,040
KQ1288,Primary (Baseline),Excl,Diff,ModRepro,NonMatch,KQ1288,KQ,2,2,2,B,,A:B,G,,G,20190412D_1,,,"Diff Model, FMJ",038,038
KQ1378,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ1378,KQ,3,5,5,A,,A:A,P,,P,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1378,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1378,KQ,3,5,5,A,,A:A,P,,P,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1476,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1476,KQ,3,3,3,D,,A:D,U,,U,20190320B_3,10.0,28.0,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ1519,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1519,KQ,3,3,3,B,,A:B,G,,G,20190507D_1,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ1708,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1708,KQ,3,3,3,B,,A:B,G,,G,20190415Q_0,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
KQ1734,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1734,KQ,3,3,3,A,,A:A,P,,P,20190508J_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1900,Primary (2nd assignments),ID,VEasy,HiRepro,Match,KQ1900,KQ,3,5,5,A,,A:A,P,,P,20190404A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1900,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1900,KQ,3,5,5,A,,A:A,P,,P,20190404A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1949,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ1949,KQ,3,3,3,A,,A:A,P,,P,20190412E_4,,,"Same Model, Diff Sess, JHP",038,038
KQ1999,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ1999,KQ,3,4,4,B,,A:B,G,,G,20190507H_1,,,"Diff Make, JHP",040,040
KQ2046,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2046,KQ,2,2,3,A,,A:A,P,,P,20190416B_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ2100,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2100,KQ,3,4,4,B,,A:B,G,,G,20190415I_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2149,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2149,KQ,3,3,3,A,,A:A,P,,P,20190508L_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2472,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ2472,KQ,3,3,3,B,,A:B,G,,G,20190320D_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2480,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2480,KQ,2,2,2,C,,A:C,B,,B,20190621A_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ2559,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ2559,KQ,3,3,3,B,,A:B,G,,G,20190412F_3,,,"Diff Make, JHP",038,038
KQ2608,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2608,KQ,2,2,2,B,,A:B,G,,G,20190404B_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2726,Primary (Baseline),Excl,VEasy,LowRepro,NonMatch,KQ2726,KQ,3,3,3,A,,A:A,P,,P,20190618P_0,,,"Diff Make, FMJ",9ML,9ML
KQ2729,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ2729,KQ,3,5,5,B,,A:B,U,,U,20190507C_2,10.0,28.0,"Same Model, Same Sess, JHP",040,040
KQ2729,Primary (Baseline),ID,Diff,ModRepro,Match,KQ2729,KQ,3,5,5,B,,A:B,U,,U,20190507C_2,10.0,28.0,"Same Model, Same Sess, JHP",040,040
KQ2733,Primary (Baseline),ID,Easy,HiRepro,Match,KQ2733,KQ,3,3,3,B,,A:B,G,,G,20190222C_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2811,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2811,KQ,3,4,4,B,,A:B,G,,G,20190507P_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ2850,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ2850,KQ,3,3,3,A,,A:A,P,,P,20190508H_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3015,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3015,KQ,2,2,2,B,,A:B,G,,G,20190618R_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3030,Primary (Baseline),LeanID,Diff,HiRepro,Match,KQ3030,KQ,3,3,3,B,,A:B,G,,G,20190618C_1,,,"Diff Model, JHP",9ML,9ML
KQ3215,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ3215,KQ,3,3,3,B,,A:B,G,,G,20190320F_1,,,"Diff Make, JHP",9ML,9ML
KQ3281,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3281,KQ,3,3,3,A,,A:A,P,,P,20190508M_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3487,Primary (Baseline),ID,Diff,ModRepro,Match,KQ3487,KQ,2,2,2,A,,A:A,P,,P,20190507B_0,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ3542,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ3542,KQ,3,3,3,B,,A:B,G,,G,20190618L_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3572,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ3572,KQ,3,3,3,A,,A:A,P,,P,20190618O_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3598,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3598,KQ,3,3,3,A,,A:A,P,,P,20190618P_1,,,"Diff Model, FMJ",9ML,9ML
KQ3639,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3639,KQ,3,3,3,B,,A:B,G,,G,20190415A_3,,,"Diff Model, FMJ",038,038
KQ3649,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ3649,KQ,2,2,2,C,,A:C,B,,B,20190621M_1,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ3755,Primary (Baseline),Excl,Diff,ModRepro,NonMatch,KQ3755,KQ,2,2,2,B,,A:B,G,,G,20190501O_1,,,"Same Model, Diff Sess, JHP",040,040
KQ3844,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3844,KQ,3,3,3,B,,A:B,G,,G,20190412B_1,,,"Diff Model, FMJ",038,038
KQ4037,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4037,KQ,3,3,3,B,,A:B,G,,G,20190621A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4065,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ4065,KQ,3,5,5,B,,A:B,G,,G,20190415L_2,,,"Same Model, Diff Sess, FMJ",038,038
KQ4065,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4065,KQ,3,5,5,B,,A:B,G,,G,20190415L_2,,,"Same Model, Diff Sess, FMJ",038,038
KQ4201,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4201,KQ,2,2,2,A,,A:A,P,,P,20190222A_1,,,"Diff Make, JHP",9ML,9ML
KQ4298,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4298,KQ,3,4,4,A,,A:A,P,,P,20190416G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ4344,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4344,KQ,3,4,4,A,,A:A,P,,P,20190508M_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4401,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4401,KQ,3,3,3,B,,A:B,G,,G,20190507J_1,,,"Same Model, Diff Sess, FMJ",040,040
KQ4404,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4404,KQ,2,2,2,A,,A:A,P,,P,20190508A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4846,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4846,KQ,3,3,3,B,,A:B,G,,G,20190412T_2,,,"Diff Make, FMJ",038,038
KQ4906,Primary (2nd assignments),ID,Norm,ModRepro,Match,KQ4906,KQ,3,5,5,B,,A:B,G,,G,20190507R_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4906,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4906,KQ,3,5,5,B,,A:B,G,,G,20190507R_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4911,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ4911,KQ,3,3,3,B,,A:B,G,,G,20190508D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1018,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1018,KQ,2,2,2,B,,A:B,G,,G,20190621I_4,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ1341,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ1341,KQ,2,2,3,B,,A:B,G,,G,20190621W_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1421,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ1421,KQ,2,2,4,B,,A:B,G,,G,20190501E_1,,,"Diff Make, JHP",038,038
KQ1438,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ1438,KQ,2,2,2,B,,A:B,G,,G,20190507J_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ1486,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ1486,KQ,3,3,3,A,,A:A,P,,P,20190320D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2180,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ2180,KQ,3,3,3,B,,A:B,G,,G,20190618J_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2202,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2202,KQ,2,2,2,A,,A:A,P,,P,20190618U_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ2225,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2225,KQ,3,3,3,C,,A:C,U,,U,20190415D_1,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
KQ2602,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2602,KQ,2,2,4,B,,A:B,B,,B,20190507C_1,,,"Same Model, Diff Sess, JHP",040,040
KQ2814,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2814,KQ,2,2,2,B,,A:B,G,,G,20190415Q_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ2873,Primary (Baseline),Excl,Norm,LowRepro,NonMatch,KQ2873,KQ,2,2,2,A,,A:A,P,,P,20190415J_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2928,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ2928,KQ,2,2,3,B,,A:B,G,,G,20190320A_1,,,"Diff Make, FMJ",9ML,9ML
KQ3012,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ3012,KQ,3,3,3,A,,A:A,P,,P,20190415A_2,,,"Diff Model, FMJ",038,038
KQ3047,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3047,KQ,3,3,3,B,,A:B,G,,G,20190618U_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3418,Primary (Baseline),ID,Easy,ModRepro,Match,KQ3418,KQ,3,3,3,D,,A:D,U,,U,20190621J_2,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",9ML,9ML
KQ3864,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3864,KQ,2,2,2,A,,A:A,P,,P,20190412T_1,,,"Diff Make, FMJ",038,038
KQ4015,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ4015,KQ,3,3,3,C,,A:C,G,,G,20190507O_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4130,Primary (Baseline),ID,Norm,LowRepro,Match,KQ4130,KQ,2,2,2,A,,A:A,P,,P,20190501R_0,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ4274,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4274,KQ,2,2,2,B,,A:B,G,,G,20190507B_4,,,"Same Model, Diff Sess, JHP",040,040
KQ4296,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4296,KQ,2,2,2,A,,A:A,P,,P,20190508L_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ4431,Primary (Baseline),Excl,VEasy,LowRepro,NonMatch,KQ4431,KQ,2,2,2,B,,A:B,G,,G,20190507P_2,,,"Diff Model, FMJ",9ML,9ML
KQ4478,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4478,KQ,3,3,3,A,,A:A,P,,P,20190507L_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4509,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4509,KQ,3,3,3,A,,A:A,P,,P,20190618D_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4786,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4786,KQ,2,2,2,A,,A:A,P,,P,20190508M_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4811,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4811,KQ,3,3,3,B,,A:B,G,,G,20190404B_1,50.0,68.0,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1043,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1043,KQ,3,3,3,B,,A:B,G,,G,20190618I_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1263,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ1263,KQ,3,3,3,A,,A:A,P,,P,20190415C_0,,,"Diff Model, JHP",038,038
KQ1270,Primary (Baseline),ID,Diff,LowRepro,Match,KQ1270,KQ,3,3,3,A,,A:A,P,,P,20190415P_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ1302,Supplemental,Insuff,Diff,ModRepro,Inconclusive,KQ1302,KQ,2,3,5,B,,A:B,G,,G,20190416G_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ1383,Primary (Baseline),Insuff,VDiff,ModRepro,Inconclusive,KQ1383,KQ,3,3,3,B,,A:B,G,,G,20190416F_2,,,"Same Model, Diff Sess, JHP",038,038
KQ1421,Supplemental,LeanExcl,Diff,HiRepro,NonMatch,KQ1421,KQ,2,2,4,B,,A:B,G,,G,20190501E_1,,,"Diff Make, JHP",038,038
KQ1560,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ1560,KQ,3,3,3,B,,A:B,G,,G,20190501A_1,,,"Diff Make, FMJ",038,038
KQ1761,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1761,KQ,3,3,3,C,,A:C,B,,B,20190621D_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ1823,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ1823,KQ,3,3,3,A,,A:A,P,,P,20190618C_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1876,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1876,KQ,3,3,3,A,,A:A,P,,P,20190412K_1,,,"Diff Model, JHP",038,038
KQ1991,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ1991,KQ,3,3,3,B,,A:B,G,,G,20190320F_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2037,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ2037,KQ,2,2,3,C,,A:C,G,,G,20190621D_2,,,"Diff Model, FMJ",9ML,9ML
KQ2145,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ2145,KQ,3,3,3,A,,A:A,P,,P,20190508J_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2172,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ2172,KQ,3,3,3,B,,A:B,G,,G,20190508B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2228,Primary (Baseline),LeanID,Diff,ModRepro,Match,KQ2228,KQ,3,3,3,B,,A:B,B,,B,20190507H_4,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ2268,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ2268,KQ,3,3,3,C,,A:C,G,,G,20190412G_4,,,"Same Model, Diff Sess, FMJ, Poor quality",038,038
KQ2310,Primary (Baseline),LeanExcl,VDiff,ModRepro,NonMatch,KQ2310,KQ,3,3,3,A,,A:A,P,,P,20190621U_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2354,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ2354,KQ,3,3,3,A,,A:A,P,,P,20190507I_3,,,"Diff Make, JHP",040,040
KQ2405,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2405,KQ,2,2,2,A,,A:A,P,,P,20190412A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ2449,Primary (Baseline),ID,Diff,ModRepro,Match,KQ2449,KQ,3,3,3,B,,A:B,G,,G,20190621K_4,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ2602,Supplemental,Insuff,VDiff,ModRepro,Inconclusive,KQ2602,KQ,2,2,4,B,,A:B,B,,B,20190507C_1,,,"Same Model, Diff Sess, JHP",040,040
KQ2713,Primary (Baseline),LeanExcl,VDiff,ModRepro,NonMatch,KQ2713,KQ,2,2,3,C,,A:C,G,,G,20190416B_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ2718,Primary (Baseline),Insuff,VDiff,HiRepro,Inconclusive,KQ2718,KQ,3,3,3,B,,A:B,G,,G,20190416H_0,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
KQ2948,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ2948,KQ,2,2,3,A,,A:A,P,,P,20190508I_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2981,Primary (Baseline),LeanExcl,VDiff,ModRepro,NonMatch,KQ2981,KQ,3,3,3,A,,A:A,G,,G,20190416H_2,,,"Diff Make, FMJ",038,038
KQ3154,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3154,KQ,3,3,3,B,,A:B,G,,G,20190415O_4,,,"Same Model, Diff Sess, JHP",038,038
KQ3308,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3308,KQ,3,3,3,A,,A:A,P,,P,20190508O_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3563,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3563,KQ,3,3,3,A,,A:A,P,,P,20190508N_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ3578,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ3578,KQ,3,3,3,B,,A:B,G,,G,20190415C_3,,,"Diff Make, JHP",038,038
KQ3653,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3653,KQ,3,3,4,B,,A:B,G,,G,20190618S_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3713,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3713,KQ,3,3,3,B,,A:B,G,,G,20190621G_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ3775,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3775,KQ,3,3,3,A,,A:A,P,,P,20190501R_2,,,"Same Model, Diff Sess, JHP",040,040
KQ3913,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3913,KQ,3,3,3,B,,A:B,G,,G,20190412C_2,,,"Diff Model, JHP",038,038
KQ4000,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4000,KQ,3,3,3,C,,A:C,G,,G,20190618G_0,,,"Diff Make, FMJ",9ML,9ML
KQ4055,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4055,KQ,1,1,1,B,,A:B,G,,G,20190415F_4,,,"Same Model, Diff Sess, JHP",038,038
KQ4227,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ4227,KQ,1,1,1,B,,A:B,G,,G,20190618O_1,,,"Diff Model, JHP",9ML,9ML
KQ4230,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ4230,KQ,1,1,3,B,,A:B,G,,G,20190621A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4244,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ4244,KQ,2,2,2,C,,A:C,U,,U,20190508E_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ4343,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4343,KQ,1,1,1,B,,A:B,G,,G,20190404A_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4345,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ4345,KQ,1,1,1,A,,A:A,P,,P,20190415N_0,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
KQ4463,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4463,KQ,1,1,1,A,,A:A,P,,P,20190508J_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4480,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4480,KQ,3,3,3,A,,A:A,P,,P,20190320C_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ4483,Primary (Baseline),LeanExcl,VDiff,ModRepro,NonMatch,KQ4483,KQ,3,3,3,B,,A:B,G,,G,20190416C_1,,,"Diff Model, JHP",038,038
KQ4493,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4493,KQ,3,3,3,B,,A:B,P,,P,20190507E_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4530,Supplemental,Insuff,Diff,ModRepro,Inconclusive,KQ4530,KQ,1,1,3,C,,A:C,B,,B,20190508E_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4615,Primary (Baseline),LeanID,Diff,ModRepro,Match,KQ4615,KQ,3,3,3,C,,A:C,U,,U,20190507H_3,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ4642,Supplemental,Insuff,VDiff,ModRepro,Inconclusive,KQ4642,KQ,1,1,3,B,,A:B,G,,G,20190501M_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ4667,Primary (Baseline),LeanID,VDiff,LowRepro,Match,KQ4667,KQ,3,3,3,B,,A:B,G,,G,20190621V_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4729,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ4729,KQ,3,3,3,A,,A:A,P,,P,20190415J_1,,,"Diff Make, JHP",038,038
KQ4856,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4856,KQ,3,3,3,A,,A:A,P,,P,20190618M_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4858,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4858,KQ,3,3,3,B,,A:B,G,,G,20190621A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4896,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ4896,KQ,2,3,5,B,,A:B,G,,G,20190507B_4,,,"Same Model, Diff Sess, JHP",040,040
KQ1517,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ1517,KQ,1,1,1,C,,A:C,G,,G,20190415H_1,,,"Diff Model, FMJ",038,038
KQ1590,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ1590,KQ,2,2,3,B,,A:B,G,,G,20190618U_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1833,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ1833,KQ,3,3,3,A,,A:A,P,,P,20190618J_1,,,"Diff Make, FMJ",9ML,9ML
KQ2048,Primary (Baseline),Insuff,Easy,LowRepro,Inconclusive,KQ2048,KQ,1,1,1,A,,A:A,P,,P,20190508O_1,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2138,Supplemental,LeanID,Diff,LowRepro,Match,KQ2138,KQ,1,1,4,B,,A:B,G,,G,20190621O_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
